date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,year,month,day,day_of_week,is_weekend,monthly_avg_sales,sales_to_inventory_ratio,inventory_vs_reorder_gap,depletion_rate,days_until_reorder,stockout_risk,demand_std,safety_stock,lead_time_demand,calculated_reorder_point,reorder_point_diff
2024-07-23,SKU_3,WH_3,SUP_8,South,7.0,364.0,9.0,249,0.0,6.21,9.91,0,0,1.78,2024,7,23,1,0,17.81290322580645,0.0192307692307164,115.0,0.593763440860215,193.67982582375546,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-24,SKU_3,WH_3,SUP_8,West,14.0,350.0,9.0,249,0.0,6.21,9.91,0,0,13.32,2024,7,24,2,0,17.81290322580645,0.03999999999988572,101.0,0.593763440860215,170.10141224521132,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-25,SKU_3,WH_3,SUP_8,West,0.0,350.0,9.0,249,0.0,6.21,9.91,1,0,1.02,2024,7,25,3,0,17.81290322580645,0.0,101.0,0.593763440860215,170.10141224521132,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-26,SKU_3,WH_3,SUP_8,South,23.0,327.0,9.0,249,0.0,6.21,9.91,0,0,25.58,2024,7,26,4,0,17.81290322580645,0.07033639143709378,78.0,0.593763440860215,131.36544708046023,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-27,SKU_3,WH_3,SUP_8,West,15.0,312.0,9.0,249,0.0,6.21,9.91,0,0,12.74,2024,7,27,5,1,17.81290322580645,0.04807692307676899,63.0,0.593763440860215,106.10286110344865,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-28,SKU_3,WH_3,SUP_8,West,18.0,294.0,9.0,249,0.0,6.21,9.91,0,0,16.92,2024,7,28,6,1,17.81290322580645,0.06122448979571012,45.0,0.593763440860215,75.78775793103475,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-29,SKU_3,WH_3,SUP_8,West,19.0,275.0,9.0,249,0.0,6.21,9.91,0,0,16.2,2024,7,29,0,0,17.81290322580645,0.06909090909065785,26.0,0.593763440860215,43.78848236015341,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-30,SKU_3,WH_3,SUP_8,South,31.0,244.0,9.0,249,0.0,6.21,9.91,1,0,20.15,2024,7,30,1,0,17.81290322580645,0.12704918032734816,-5.0,0.593763440860215,-8.420861992337194,1,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-07-31,SKU_3,WH_3,SUP_8,West,19.0,508.0,9.0,249,283.0,6.21,9.91,0,0,20.15,2024,7,31,2,0,17.81290322580645,0.03740157480307598,259.0,0.593763440860215,436.2006512030667,0,10.550284814740598,17.407969944321987,5.343870967741935,22.751840912063923,-226.24815908793607
2024-08-01,SKU_3,WH_3,SUP_8,South,19.0,489.0,9.0,249,0.0,6.21,9.91,0,0,22.53,2024,8,1,3,0,15.67741935483871,0.038854805725891915,240.0,0.5225806451612903,459.25925838042986,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-02,SKU_3,WH_3,SUP_8,North,21.0,468.0,9.0,249,0.0,6.21,9.91,0,0,19.41,2024,8,2,4,0,15.67741935483871,0.04487179487169899,219.0,0.5225806451612903,419.07407327214224,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-03,SKU_3,WH_3,SUP_8,South,11.0,457.0,9.0,249,0.0,6.21,9.91,0,0,11.13,2024,8,3,5,1,15.67741935483871,0.024070021881785406,208.0,0.5225806451612903,398.0246905963725,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-04,SKU_3,WH_3,SUP_8,West,16.0,441.0,9.0,249,0.0,6.21,9.91,0,0,14.06,2024,8,4,6,1,15.67741935483871,0.03628117913823973,192.0,0.5225806451612903,367.4074067043439,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-05,SKU_3,WH_3,SUP_8,West,12.0,429.0,9.0,249,0.0,6.21,9.91,0,0,12.2,2024,8,5,0,0,15.67741935483871,0.02797202797196277,180.0,0.5225806451612903,344.4444437853224,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-06,SKU_3,WH_3,SUP_8,West,11.0,418.0,9.0,249,0.0,6.21,9.91,0,0,11.8,2024,8,6,1,0,15.67741935483871,0.026315789473621256,169.0,0.5225806451612903,323.39506110955267,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-07,SKU_3,WH_3,SUP_8,North,15.0,403.0,9.0,249,0.0,6.21,9.91,0,0,20.15,2024,8,7,2,0,15.67741935483871,0.037220843672364216,154.0,0.5225806451612903,294.6913574607758,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-08,SKU_3,WH_3,SUP_8,South,22.0,381.0,9.0,249,0.0,6.21,9.91,0,0,18.3,2024,8,8,3,0,15.67741935483871,0.05774278215207942,132.0,0.5225806451612903,252.59259210923642,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-09,SKU_3,WH_3,SUP_8,North,10.0,371.0,9.0,249,0.0,6.21,9.91,0,0,11.59,2024,8,9,4,0,15.67741935483871,0.026954177897501472,122.0,0.5225806451612903,233.4567896767185,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-10,SKU_3,WH_3,SUP_8,North,11.0,466.0,9.0,249,0.0,6.21,9.91,0,0,5.32,2024,8,10,5,1,15.67741935483871,0.02360515021454162,217.0,0.5225806451612903,415.24691278563864,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-11,SKU_3,WH_3,SUP_8,East,4.0,356.0,9.0,249,0.0,6.21,9.91,0,0,7.66,2024,8,11,6,1,15.67741935483871,0.011235955056148213,107.0,0.5225806451612903,204.75308602794163,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-12,SKU_3,WH_3,SUP_8,East,8.0,348.0,9.0,249,0.0,6.21,9.91,0,0,8.58,2024,8,12,0,0,15.67741935483871,0.022988505747060378,99.0,0.5225806451612903,189.44444408192732,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-13,SKU_3,WH_3,SUP_8,North,20.0,328.0,9.0,249,0.0,6.21,9.91,0,0,19.86,2024,8,13,1,0,15.67741935483871,0.06097560975591166,79.0,0.5225806451612903,151.17283921689148,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-14,SKU_3,WH_3,SUP_8,East,12.0,316.0,9.0,249,0.0,6.21,9.91,0,0,11.15,2024,8,14,2,0,15.67741935483871,0.037974683544183624,67.0,0.5225806451612903,128.20987629786998,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-15,SKU_3,WH_3,SUP_8,East,10.0,306.0,9.0,249,0.0,6.21,9.91,0,0,12.15,2024,8,15,3,0,15.67741935483871,0.03267973856198471,57.0,0.5225806451612903,109.07407386535209,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-16,SKU_3,WH_3,SUP_8,South,19.0,287.0,9.0,249,0.0,6.21,9.91,0,0,22.05,2024,8,16,4,0,15.67741935483871,0.06620209059210383,38.0,0.5225806451612903,72.71604924356805,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-17,SKU_3,WH_3,SUP_8,South,11.0,276.0,9.0,249,0.0,6.21,9.91,0,0,8.19,2024,8,17,5,1,15.67741935483871,0.039855072463623714,27.0,0.5225806451612903,51.66666656779836,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-18,SKU_3,WH_3,SUP_8,East,10.0,266.0,9.0,249,0.0,6.21,9.91,1,0,9.78,2024,8,18,6,1,15.67741935483871,0.03759398496226469,17.0,0.5225806451612903,32.530864135280446,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-19,SKU_3,WH_3,SUP_8,East,5.0,261.0,9.0,249,0.0,6.21,9.91,0,0,5.96,2024,8,19,0,0,15.67741935483871,0.019157088122531966,12.0,0.5225806451612903,22.962962919021493,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-20,SKU_3,WH_3,SUP_8,North,9.0,252.0,9.0,249,0.0,6.21,9.91,0,0,8.98,2024,8,20,1,0,15.67741935483871,0.03571428571414399,3.0,0.5225806451612903,5.740740729755373,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-21,SKU_3,WH_3,SUP_8,West,12.0,240.0,9.0,249,0.0,6.21,9.91,0,0,11.47,2024,8,21,2,0,15.67741935483871,0.04999999999979167,-9.0,0.5225806451612903,-17.22222218926612,1,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-22,SKU_3,WH_3,SUP_8,South,15.0,654.0,9.0,249,429.0,6.21,9.91,0,0,12.74,2024,8,22,3,0,15.67741935483871,0.022935779816478694,405.0,0.5225806451612903,774.9999985169753,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-23,SKU_3,WH_3,SUP_8,South,14.0,640.0,9.0,249,0.0,6.21,9.91,1,0,12.49,2024,8,23,4,0,15.67741935483871,0.02187499999996582,391.0,0.5225806451612903,748.2098751114503,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-24,SKU_3,WH_3,SUP_8,North,15.0,625.0,9.0,249,0.0,6.21,9.91,0,0,15.04,2024,8,24,5,1,15.67741935483871,0.0239999999999616,376.0,0.5225806451612903,719.5061714626734,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-25,SKU_3,WH_3,SUP_8,East,14.0,466.0,9.0,249,0.0,6.21,9.91,0,0,18.92,2024,8,25,6,1,15.67741935483871,0.030042918454871153,217.0,0.5225806451612903,415.24691278563864,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-26,SKU_3,WH_3,SUP_8,North,4.0,607.0,9.0,249,0.0,6.21,9.91,0,0,3.51,2024,8,26,0,0,15.67741935483871,0.0065897858319496055,358.0,0.5225806451612903,685.0617270841411,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-27,SKU_3,WH_3,SUP_8,East,13.0,594.0,9.0,249,0.0,6.21,9.91,0,0,12.21,2024,8,27,1,0,15.67741935483871,0.02188552188548504,345.0,0.5225806451612903,660.1851839218679,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-28,SKU_3,WH_3,SUP_8,West,16.0,578.0,9.0,249,0.0,6.21,9.91,0,0,14.79,2024,8,28,2,0,15.67741935483871,0.027681660899606088,329.0,0.5225806451612903,629.5679000298393,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-29,SKU_3,WH_3,SUP_8,East,9.0,569.0,9.0,249,0.0,6.21,9.91,0,0,5.16,2024,8,29,3,0,15.67741935483871,0.015817223198566228,320.0,0.5225806451612903,612.3456778405731,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-30,SKU_3,WH_3,SUP_8,East,10.0,559.0,9.0,249,0.0,6.21,9.91,0,0,10.34,2024,8,30,4,0,15.67741935483871,0.017889087656497514,310.0,0.5225806451612903,593.2098754080552,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-08-31,SKU_3,WH_3,SUP_8,West,15.0,544.0,9.0,249,0.0,6.21,9.91,0,0,14.05,2024,8,31,5,1,15.67741935483871,0.02757352941171402,295.0,0.5225806451612903,564.5061717592783,0,10.550284814740598,17.407969944321987,4.703225806451613,22.1111957507736,-226.8888042492264
2024-09-01,SKU_3,WH_3,SUP_8,West,27.0,517.0,9.0,249,0.0,6.21,9.91,1,0,27.0,2024,9,1,6,1,11.610738255033556,0.052224371373206534,268.0,0.3870246085011185,692.4624259564699,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-02,SKU_3,WH_3,SUP_8,East,10.0,507.0,9.0,249,0.0,6.21,9.91,0,0,10.35,2024,9,2,0,0,11.610738255033556,0.01972386587767313,258.0,0.3870246085011185,666.6242757342136,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-03,SKU_3,WH_3,SUP_8,East,19.0,488.0,9.0,249,0.0,6.21,9.91,0,0,16.04,2024,9,3,1,0,11.610738255033556,0.038934426229428415,239.0,0.3870246085011185,617.5317903119266,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-04,SKU_3,WH_3,SUP_8,North,6.0,482.0,9.0,249,0.0,6.21,9.91,0,0,5.54,2024,9,4,2,0,11.610738255033556,0.012448132780057162,233.0,0.3870246085011185,602.0289001785727,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-05,SKU_3,WH_3,SUP_8,South,13.0,469.0,9.0,249,0.0,6.21,9.91,0,0,15.84,2024,9,5,3,0,11.610738255033556,0.027718550106550707,220.0,0.3870246085011185,568.4393048896395,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-06,SKU_3,WH_3,SUP_8,East,7.0,462.0,9.0,249,0.0,6.21,9.91,0,0,2.69,2024,9,6,4,0,11.610738255033556,0.015151515151482357,213.0,0.3870246085011185,550.35259973406,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-07,SKU_3,WH_3,SUP_8,North,18.0,444.0,9.0,249,0.0,6.21,9.91,0,0,18.85,2024,9,7,5,1,11.610738255033556,0.040540540540449234,195.0,0.3870246085011185,503.84392933399863,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-08,SKU_3,WH_3,SUP_8,West,9.0,435.0,9.0,249,0.0,6.21,9.91,0,0,13.66,2024,9,8,6,1,11.610738255033556,0.02068965517236623,186.0,0.3870246085011185,480.5895941339679,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-09,SKU_3,WH_3,SUP_8,East,7.0,428.0,9.0,249,0.0,6.21,9.91,0,0,6.35,2024,9,9,0,0,11.610738255033556,0.016355140186877674,179.0,0.3870246085011185,462.5028889783885,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-10,SKU_3,WH_3,SUP_8,East,6.0,422.0,9.0,249,0.0,6.21,9.91,0,0,10.34,2024,9,10,1,0,11.610738255033556,0.014218009478639293,173.0,0.3870246085011185,446.9999988450347,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-11,SKU_3,WH_3,SUP_8,West,8.0,414.0,9.0,249,0.0,6.21,9.91,0,0,15.26,2024,9,11,2,0,11.610738255033556,0.019323671497537866,165.0,0.3870246085011185,426.32947866722964,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-12,SKU_3,WH_3,SUP_8,South,13.0,401.0,9.0,249,0.0,6.21,9.91,0,0,13.4,2024,9,12,3,0,11.610738255033556,0.03241895261837302,152.0,0.3870246085011185,392.7398833782964,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-13,SKU_3,WH_3,SUP_8,??UNKNOWN??,13.0,388.0,9.0,249,0.0,6.21,9.91,1,0,11.95,2024,9,13,4,0,11.610738255033556,0.0335051546390889,139.0,0.3870246085011185,359.15028808936313,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-14,SKU_3,WH_3,SUP_8,South,14.0,374.0,9.0,249,0.0,6.21,9.91,0,0,14.3,2024,9,14,5,1,11.610738255033556,0.037433155080113814,125.0,0.3870246085011185,322.97687777820425,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-15,SKU_3,WH_3,SUP_8,North,7.0,367.0,9.0,249,0.0,6.21,9.91,0,0,6.88,2024,9,15,6,1,11.610738255033556,0.019073569482236857,118.0,0.3870246085011185,304.89017262262485,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-16,SKU_3,WH_3,SUP_8,East,5.0,362.0,9.0,249,0.0,6.21,9.91,0,0,8.67,2024,9,16,0,0,11.610738255033556,0.013812154696094443,113.0,0.3870246085011185,291.9710975114967,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-17,SKU_3,WH_3,SUP_8,North,12.0,350.0,9.0,249,0.0,6.21,9.91,0,0,15.38,2024,9,17,1,0,11.610738255033556,0.034285714285616324,101.0,0.3870246085011185,260.96531724478905,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-18,SKU_3,WH_3,SUP_8,South,2.0,348.0,9.0,249,0.0,6.21,9.91,0,0,0.0,2024,9,18,2,0,11.610738255033556,0.0057471264367650945,99.0,0.3870246085011185,255.79768720033778,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-19,SKU_3,WH_3,SUP_8,South,5.0,343.0,9.0,249,0.0,6.21,9.91,0,0,7.79,2024,9,19,3,0,11.610738255033556,0.01457725947517616,94.0,0.3870246085011185,242.8786120892096,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-20,SKU_3,WH_3,SUP_8,North,14.0,329.0,9.0,249,0.0,6.21,9.91,1,0,13.98,2024,9,20,4,0,11.610738255033556,0.04255319148923236,80.0,0.3870246085011185,206.70520177805074,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-21,SKU_3,WH_3,SUP_8,West,6.0,323.0,9.0,249,0.0,6.21,9.91,0,0,3.79,2024,9,21,5,1,11.610738255033556,0.018575851393131344,74.0,0.3870246085011185,191.20231164469692,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-22,SKU_3,WH_3,SUP_8,West,7.0,316.0,9.0,249,0.0,6.21,9.91,0,0,6.79,2024,9,22,6,1,11.610738255033556,0.022151898734107115,67.0,0.3870246085011185,173.11560648911748,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-23,SKU_3,WH_3,SUP_8,West,1.0,466.0,9.0,249,0.0,6.21,9.91,0,0,1.36,2024,9,23,0,0,11.610738255033556,0.002145922746776511,217.0,0.3870246085011185,560.6878598229627,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-24,SKU_3,WH_3,SUP_8,East,9.0,306.0,9.0,249,0.0,6.21,9.91,0,0,5.29,2024,9,24,1,0,11.610738255033556,0.02941176470578624,57.0,0.3870246085011185,147.27745626686115,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-25,SKU_3,WH_3,SUP_8,East,20.0,297.0,9.0,249,0.0,6.21,9.91,0,0,11.68,2024,9,25,2,0,11.610738255033556,0.0673400673398406,48.0,0.3870246085011185,124.02312106683044,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-26,SKU_3,WH_3,SUP_8,West,13.0,284.0,9.0,249,0.0,6.21,9.91,1,0,16.54,2024,9,26,3,0,11.610738255033556,0.04577464788716277,35.0,0.3870246085011185,90.43352577789719,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-27,SKU_3,WH_3,SUP_8,North,0.0,284.0,9.0,249,0.0,6.21,9.91,1,0,0.0,2024,9,27,4,0,11.610738255033556,0.0,35.0,0.3870246085011185,90.43352577789719,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-28,SKU_3,WH_3,SUP_8,North,13.0,271.0,9.0,249,0.0,6.21,9.91,0,0,15.32,2024,9,28,5,1,11.610738255033556,0.04797047970462004,22.0,0.3870246085011185,56.84393048896395,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-29,SKU_3,WH_3,SUP_8,West,9.0,262.0,9.0,249,0.0,6.21,9.91,0,0,9.34,2024,9,29,6,1,11.610738255033556,0.03435114503803683,13.0,0.3870246085011185,33.589595288933246,0,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-09-30,SKU_3,WH_3,SUP_8,West,14.0,248.0,9.0,249,0.0,6.21,9.91,0,0,10.29,2024,9,30,0,0,11.610738255033556,0.05645161290299818,-1.0,0.3870246085011185,-2.583815022225634,1,10.550284814740598,17.407969944321987,3.483221476510067,20.891191420832055,-228.10880857916794
2024-10-01,SKU_3,WH_3,SUP_8,West,6.0,709.0,9.0,249,467.0,6.21,9.91,1,0,0.87,2024,10,1,1,0,10.519480519480519,0.008462623413246174,460.0,0.3506493506493506,1311.8518481106448,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-02,SKU_3,WH_3,SUP_8,South,0.0,709.0,9.0,249,0.0,6.21,9.91,1,0,0.14,2024,10,2,2,0,10.519480519480519,0.0,460.0,0.3506493506493506,1311.8518481106448,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-03,SKU_3,WH_3,SUP_8,North,10.0,699.0,9.0,249,0.0,6.21,9.91,0,0,17.07,2024,10,3,3,0,10.519480519480519,0.014306151645186973,450.0,0.3506493506493506,1283.3333296734568,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-04,SKU_3,WH_3,SUP_8,North,10.0,689.0,9.0,249,0.0,6.21,9.91,0,0,13.83,2024,10,4,4,0,10.519480519480519,0.014513788098672695,440.0,0.3506493506493506,1254.814811236269,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-05,SKU_3,WH_3,SUP_8,South,5.0,684.0,9.0,249,0.0,6.21,9.91,0,0,3.29,2024,10,5,5,1,10.519480519480519,0.007309941520457149,435.0,0.3506493506493506,1240.555552017675,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-06,SKU_3,WH_3,SUP_8,North,12.0,672.0,9.0,249,0.0,6.21,9.91,0,0,14.89,2024,10,6,6,1,10.519480519480519,0.017857142857116284,423.0,0.3506493506493506,1206.3333298930495,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-07,SKU_3,WH_3,SUP_8,South,13.0,659.0,9.0,249,0.0,6.21,9.91,0,0,13.47,2024,10,7,0,0,10.519480519480519,0.01972685887705656,410.0,0.3506493506493506,1169.2592559247053,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-08,SKU_3,WH_3,SUP_8,East,0.0,659.0,9.0,249,0.0,6.21,9.91,0,0,0.0,2024,10,8,1,0,10.519480519480519,0.0,410.0,0.3506493506493506,1169.2592559247053,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-09,SKU_3,WH_3,SUP_8,East,17.0,642.0,9.0,249,0.0,6.21,9.91,0,0,12.74,2024,10,9,2,0,10.519480519480519,0.026479750778774954,393.0,0.3506493506493506,1120.7777745814856,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-10,SKU_3,WH_3,SUP_8,South,22.0,620.0,9.0,249,0.0,6.21,9.91,0,0,23.65,2024,10,10,3,0,10.519480519480519,0.035483870967684704,371.0,0.3506493506493506,1058.0370340196723,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-11,SKU_3,WH_3,SUP_8,South,19.0,601.0,9.0,249,0.0,6.21,9.91,1,0,22.46,2024,10,11,4,0,10.519480519480519,0.031613976705438245,352.0,0.3506493506493506,1003.8518489890151,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-12,SKU_3,WH_3,SUP_8,East,10.0,591.0,9.0,249,0.0,6.21,9.91,0,0,11.16,2024,10,12,5,1,10.519480519480519,0.01692047377323702,342.0,0.3506493506493506,975.3333305518272,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-13,SKU_3,WH_3,SUP_8,East,19.0,572.0,9.0,249,0.0,6.21,9.91,0,0,19.58,2024,10,13,6,1,10.519480519480519,0.033216783216725145,323.0,0.3506493506493506,921.1481455211701,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-14,SKU_3,WH_3,SUP_8,East,15.0,557.0,9.0,249,0.0,6.21,9.91,0,0,16.45,2024,10,14,0,0,10.519480519480519,0.026929982046630288,308.0,0.3506493506493506,878.3703678653883,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-15,SKU_3,WH_3,SUP_8,South,20.0,549.0,9.0,249,0.0,6.21,9.91,0,0,7.21,2024,10,15,1,0,10.519480519480519,0.03642987249537991,300.0,0.3506493506493506,855.555553115638,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-16,SKU_3,WH_3,SUP_8,North,11.0,538.0,9.0,249,0.0,6.21,9.91,0,0,20.15,2024,10,16,2,0,10.519480519480519,0.02044609665423709,289.0,0.3506493506493506,824.1851828347312,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-17,SKU_3,WH_3,SUP_8,West,13.0,525.0,9.0,249,0.0,6.21,9.91,0,0,14.89,2024,10,17,3,0,10.519480519480519,0.024761904761857596,276.0,0.3506493506493506,787.1111088663869,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-18,SKU_3,WH_3,SUP_8,North,12.0,513.0,9.0,249,0.0,6.21,9.91,0,0,12.43,2024,10,18,4,0,10.519480519480519,0.02339181286545148,264.0,0.3506493506493506,752.8888867417613,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-19,SKU_3,WH_3,SUP_8,West,9.0,504.0,9.0,249,0.0,6.21,9.91,0,0,20.15,2024,10,19,5,1,10.519480519480519,0.017857142857107426,255.0,0.3506493506493506,727.2222201482922,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
2024-10-20,SKU_3,WH_3,SUP_8,West,8.0,496.0,9.0,249,0.0,6.21,9.91,0,0,13.34,2024,10,20,6,1,10.519480519480519,0.016129032258031997,247.0,0.3506493506493506,704.4074053985419,0,10.550284814740598,17.407969944321987,3.1558441558441555,20.56381410016614,-228.43618589983384
